Name,Year,Duration,Rating,Votes,Description,language
47 Days: The Mystery Unfolds,2020,2h 2m,5.2,136,"Satya, a Suspended Cop, who lost his wife in mysterious circumstances, unexpectedly gets hold of a case which relates to his wife's death. He's starts investigating which eventually hunts down his past and brings chaos in his life. How Satya solved the mystery surrounding him forms the rest of the story.",Telgu
Krishna and His Leela,2020,2h 5m,5.7,1.7K,"Torn between his past and present girlfriends, a confused bachelor's indecisiveness spins a web of lies and cheating as he struggles to commit.",Telgu
Climax,2020,52m,2.2,367,"Mia Malkova and her boyfriend try to do things out of the blue and enter a desert even after there is a no-entry board written on it. In this situation, scary things and some crazy people start troubling them. The couple runs for their life and reaches a small town only to know there are more dangerous situations are in store for them. Who is behind these incidents and how the couple comes out of this mess forms the crux of the story.",Telgu
Amrutha Ramam,2020,,4.3,133,"Amrutha Ramam is a heartfelt love story based on a series of true experiences. The film depicts the lives of Amrutha and Ram, and how together they find the meaning of selfless love.",Telgu
Dirty Hari,2020,1h 47m,5.6,329,"Hari is a man torn between his wife Vasudha and Jasmine. In his greed to lust after both, will he end up losing everything?",Telgu
Madha,2020,1h 53m,5.1,516,"MADHA is a Sanskrit term which means ""insanity personified"". MADHA is a female-centered psychological thriller that revolves around a small-time proofreader Nisha.",Telgu
Shivan,2020,1h 59m,7.4,1.2K,Shivan revolves around a couple who are very much in love but one day the woman is found dead and the man is found guilty and imprisoned. But once he is in jail he recollects certain memories that change everything.,Telgu
Prema Pipasi,2020,2h 22m,7.7,226,A man goes down a destructive path in his pursuit of true love to the extent of harassing the very woman that he claims to love.,Telgu
Palasa 1978,2020,2h 24m,7.3,547,"Mohan Rao and his elder brother face Pedda Shavukar and Chinna Shavukar, a political battle where low caste fights the high caste power.",Telgu
O Pitta Katha,2020,2h 8m,6.9,549,Two men fall deeply in love with the same woman but when she suddenly gets kidnapped they get involved in the case to rescue her.,Telgu
Anukunnadi Okkati Ayyindhi Okati,2020,2h 2m,4.3,731,Four childhood friends travel to Goa for a fun-filled wedding of their friend but their trip turns into a nightmare when they become involved in the murder of a stripper.,Telgu
Hit,2020,2h 5m,7.6,7.6K,An officer of the 'Homicide Intervention Team' who frequently suffers from having his panic attacks does everything in his power to rescue a woman who went missing.,Telgu
Raahu,2020,2h 3m,6.3,2.3K,"Bhanu suffers from 'conversion disorder a.k.a hysterical blindness' where she goes temporarily blind under severe stress, in her case triggered upon seeing blood, must fight her enemy who inflicts more bloodshed than she ever imagined.",Telgu
Bheeshma,2020,2h 30m,6.6,4.7K,"Bheeshma is a young bachelor who is desperate to find a girlfriend. One day, he meets and falls in love with Chaitra, who works for an organics company that coincidentally carries his first name.",Telgu
Valayam,2020,2h 20m,5.8,275,"When his wife goes missing, Arvind must solve the mystery of her disappearance before time runs out and he becomes the prime suspect.",Telgu
Pressure Cooker,2020,2h 15m,6.4,1K,"A young man faces immense pressure from his family to move to America, get a job and have his life settled abroad.",Telgu
Oka Chinna Viramam,2020,1h 35m,6.3,1.8K,"Deepak is a businessman immensely in love with his pregnant wife Sameera . But when his idea of raising profits for his business puts her in trouble, he teams up with Balu (Naveen Neni) and Maya to save her.",Telgu
World Famous Lover,2020,2h 34m,5.0,3.7K,"An amalgamation of four different love stories: Seenayya and Suvarna, a middle-class couple in a small town; Gautham, a youngster romancing in Paris with Iza, Union Leader Srinu in love with his boss lady, and a first college romance.",Telgu
Jaanu,2020,2h 31m,7.0,1.6K,"Decades post-high school, Ram and Jaanu meet at their school's reunion and explore their past thoughts consisting of affection, care, depth and grieve all over the period of one evening.",Telgu
3 Monkeys,2020,2h 11m,4.5,127,"Movie about Anand, Santosh, and Phani are three happy go lucky bachelors who are not at all serious about their lives. The twist in the tale arises when they get into a massive problem. Things become even worse when this problem leads them into a murder case.",Telgu
Savaari,2020,2h 33m,5.1,146,"Raju who rents his Badshah for weddings, meets Baagi who has been in quench of real love after her step-parents try to get her married against her wish. How did she escape that marriage is the crux of the story.",Telgu
Aswathama,2020,2h 13m,6.4,1.3K,"After his sister and some other women are found mysteriously impregnated, a young man sets out to find the perpetrator.",Telgu
Choosi Choodangaane,2020,1h 53m,6.3,174,"The film portrays Siddu's life through the years, falling in love with Aishwarya for the first time while in college, and later meeting Shruti, a drummer, alongside his struggle to become a fashion photographer.",Telgu
Disco Raja,2020,2h 21m,6.1,1.6K,A new scientific discovery reanimates a slain man who is either a missing person or a gangster's archenemy.,Telgu
Entha Manchivaadavuraa,2020,2h 32m,5.3,437,"Balu loses both of his parents in his childhood and he grows up as an orphan. Because of this, he starts an organization named ""All Is Well"" to supply emotions to the needy.",Telgu
Ala Vaikunthapurramuloo,2020,2h 43m,7.3,23K,"Fate plays a vital role in connecting the life of Bantu, a son who seeks validation from his cold-hearted father with the life of Raj, whose millionaire father wishes that he was more assertive.",Telgu
Sarileru Neekevvaru,2020,2h 49m,5.8,8.7K,An army major sent to Kurnool to give company to his injured colleague's family ends up locking horns with a corrupt minister who is targeting the family.,Telgu
Hulchul,2020,1h 51m,6.2,1.2K,Trouble starts when the protagonist's friend hands him a Hulchul bottle of liquor with harsh after-effects and a wallet. The game starts when he loses the wallet and gets into trouble with the bad guys.,Telgu
Utthara,2020,2h 12m,7.9,1.1K,"Ashok falls in love with a girl named Swati but doesn't have enough money to ask for her hand in marriage. For this, he decides to pursue a northern treasure known as Uttara, but in the process ends up getting tangled with a powerful landlord called Rudrayya.",Telgu
Mathu Vadalara,2019,2h 10m,8.2,4.8K,"Simha is a courier delivery boy who gets peanuts as salary despite putting in a lot of hard work. As Babu gets frustrated with his job, his friend and roommate Satya shows him how to get 'tips' from the greedy customer. Babu is reluctant, but tries to pull it off and his very first attempt goes awry. He is now left in a deep mess and needs to clean it up as soon as possible. But little does he know that what awaits on the other side.",Telgu
Iddari Lokam Okate,2019,2h 6m,5.4,177,"A series of coincidences brings two star-crossed lovers together, but fate pulls them apart until they encounter each other again in Hyderabad.",Telgu
Prati Roju Pandaage,2019,2h 26m,6.3,1.3K,"With only a few weeks left to live, an aging grandfather is visited by his grandson who wishes to fulfill his desires.",Telgu
Ruler,2019,2h 30m,3.4,488,"A businesswoman adopts a stranger who saves her life and raises him as her son. However, the man has a dark past that catches up with him despite his mother's attempts to shield him from it.",Telgu
Software Sudheer,2019,2h 5m,4.4,324,"Chandu and Swathi are Software engineers. Chandu is an average guy who never misses an opportunity to impress Swathi. Once Swathi recognizes Chandu's honesty and innocence, the affair begins. Suddenly they find themselves stuck in a major problem. Can Chandu save Swathi?",Telgu
Venky Mama,2019,2h 29m,5.4,1.5K,A story of nephew and a son which revolves around their emotions and village drama and army based story.,Telgu
Amma Rajyamlo Kadapa Biddalu,2019,2h 33m,3.2,209,"Andhra Pradesh faces turmoil as elections roll around the corner,various political leaders fight against each other and vie for the CM seat.",Telgu
Heza,2019,1h 51m,5.4,1.2K,A musician and his wife are haunted by an evil eye hex witch who tries to find her source for mortal life through them. The protagonist slums into unrest to escape from the demonic witch's grave peal.,Telgu
"Wife, i",2019,2h 5m,8.3,876,I lost my wife. Who is responsible?,Telgu
Kaliyuga,2019,,8.5,523,,Telgu
Raja Vaaru Rani Gaaru,2019,2h 13m,7.4,914,"Raja Vaaru Rani Gaaru is the story of Raju who falls in love with Rani but is unable to express his emotions. Set in a beautiful village, watch as Raju and two of his friends deal with the toils and troubles of romance.",Telgu
Arjun Suravaram,2019,1h 48m,6.6,732,An investigative journalist is arrested for cheating banks with fake certificates. He discovers a crime syndicate behind the scam and decides to investigate it himself.,Telgu
Raagala 24 Gantallo,2019,2h 14m,5.2,235,A happy wife is accused of her husband's suspicious death.,Telgu
George Reddy,2019,2h 33m,6.9,1.5K,"George Reddy is a biopic based on the life of a student leader, boxer and Gold medalist, who influenced the politics of Andhra Pradesh state in Osmania University between 1967 and 1972. He is often remembered for inspiring revolutionary thoughts until he was brutally murdered at his hostel in 1972.",Telgu
Pichhodu,2019,2h 8m,9.4,737,"A heartfelt story about soulmates. The film revolves around Rishi, who is on the search for true love. Protagonist Rishi lost his mother when he was a kid. She committed suicide due to his husband's harassment. Rishi thought that their parents were not soulmates and his grandparents also made him believe that there weren't. After growing up, he started looking for the right person with whom he feels that he would be trusted wholeheartedly, respected and cared for deeply.",Telgu
Tenali Ramakrishna BA.BL,2019,2h 8m,4.9,299,Tenali Ramakrishna (Sundeep Kishan) is a small-time lawyer who makes his living via compromises between warring parties. He is looking for a big case that could turn his life.,Telgu
Aaviri,2019,1h 50m,3.6,134,"After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit.",Telgu
Meeku Maathrame Chepta,2019,2h,6.2,470,"Rakesh, in an effort to woo his fiance, has promised her that he is a teetotaler. But when a compromising video of his leaks just two days before his wedding, all hell breaks loose.",Telgu
Thippara Meesam,2019,2h 32m,5.3,130,"An extremely talented DJ working in a local night pub, who is also a spoiled brat, gets involved in an adventure where he must fight against all odds to survive.",Telgu
Raju Gari Gadhi 3,2019,2h 2m,5.5,553,"An unknown spirit guards Maya against any possible threats from eve-teasers and Don Juans. But what happens when true love flourishes between Maya and Ashwin Babu, and the spirit isn't all too happy about it?",Telgu
Operation Gold Fish,2019,2h 7m,4.4,289,A group of commandos set out on a mission to find and eliminate a mysterious terrorist mastermind called Gold Fish in the Kashmir valley.,Telgu
Evvarikee Cheppoddu,2019,2h 13m,7.1,450,"Hari and Harathi are in love, but Harathi's father won't agree to their relationship because of their caste differences.",Telgu
Chanakya,2019,2h 27m,5.3,715,Arjun aka Ramakrishna is a RAW marshall from Delhi who has a 100% success rate at nabbing terrorists. What happens when he makes enemies out of India's most wanted Ibrahim Qureshi and his son Sohail?,Telgu
Sye Raa Narasimha Reddy,2019,2h 47m,7.2,8.5K,"A historical action epic inspired by the life of Uyyalawada Narasimha Reddy, who revolted against the atrocities of East India Company 10 years before the Sepoy Mutiny.",Telgu
Rayalaseema Love Story,2019,2h 34m,4.8,225,Rayalaseema Love Story is a thrilling combination of romance and action directed by Ram Ranadheer.,Telgu
Ninnu Thalachi,2019,2h 18m,3.7,2K,"Abhiram (Vamsi Yakasiri) is a happy-go-lucky guy, who falls in love at first sight with a girl named Ankitha tries very hard to explain his feeling to her. On the other hand, she loves someone who doesn't guarantee their relationship is meant to be. Things upside-down when Abhi knows the truth. It is now up to Abhi to convince Ankitha to change her mind. Will Ankitha change her mind? Will they reunite? And how this can lead to their lasting relationship?",Telgu
Rama Chakkani Seetha,2019,2h 6m,5.2,245,"Rama Chakkani Seetha tells the story of Balu and Anu, and how they fall for each other.",Telgu
Valmiki,2019,2h 10m,6.3,2.3K,"An aspiring filmmaker who wants to direct a realistic story, stumbles upon a menacing villain and to learn the nitty-gritties of the villain's character, he puts his and his friend's life on the line.",Telgu
Marshal,2019,2h 23m,5.2,423,"Marshal is a medical crime thriller movie directed by Jai Raaja Singh and produced by Abhay Adaka. The movie cast includes Srikanth, Abhay, Megha Chowdhury and Rashmi are in the lead roles. Yaadagiri Varikuppala scored music.",Telgu
Gang Leader,2019,2h 35m,7.6,4.4K,"Nani plays the gang leader of five women belonging to different age groups, helping them to plot revenge.",Telgu
Undiporaadhey,2019,2h 19m,6.5,387,This is a periodical love story based on real-life true events happened during the 1980s. The film revolves around a girl and a boy who meet at college admissions after that their love blossom at that point the story takes a real turn and their life becomes up and down.,Telgu
2 Hours Love,2019,2h 30m,6.4,1.1K,Story of a couple in a contractual relationship where they meet only for 2 hours a day and behave like strangers during other times.,Telgu
Jodi,2019,2h 10m,5.3,165,Kapil (Aadi Saikumar) falls for Kanchana Mala (Shraddha Srinath) because of her ideals. But what happens when Kapil's father's (Naresh) ideals cause issues for them?,Telgu
Hawaa,2019,1h 50m,4.3,230,"A Gripping Nightmarish Journey in Broad Daylight which revolves around 9 BRAINS, 9 CRIMES in 9 HOURS..!.",Telgu
Boy,2019,2h 9m,7.1,749,A boy's story during the final days of his high school.,Telgu
Kousalya Krishnamurthy,2019,2h 29m,7.2,252,"Kousalya Murugesan, the daughter of Murugesan, a farmer, aspires to become an international cricketer so that she can put a smile on her cricket-loving father's face by helping the country win.",Telgu
Evaru,2019,1h 58m,8.1,7.1K,Sub-inspector Vikram Vasudev is entrusted with the task of investigating the murder of a high ranking officer who was killed by his alleged rape victim. When he delves deeper into the case he uncovers some surprising facts.,Telgu
Ranarangam,2019,2h 18m,6.0,758,Deva (Sharwanand) is a powerful gangster from Visakhapatnam who moves to Spain to put his past behind him. But what happens when he realises he can't shake off his enemies no matter where he goes?,Telgu
Kobbari Matta,2019,1h 50m,5.3,893,Kobbarimatta is a Comedy Spoof Telugu Film. Pedharayudu (Sampoornesh) is a village headman. He got misunderstandings with his Son Androidu and other family members. How they solved those problems and united is rest of the story.,Telgu
Kathanam,2019,1h 57m,3.8,109,Anu (Anasuya Kasaba) an aspiring director develops a script on a producer's request. Twist in the tale arises when the murders scripted in the story start happening in real life. The parallel story is crux of Kathanam.,Telgu
Manmadhudu 2,2019,2h 35m,4.8,814,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",Telgu
Guna 369,2019,2h 26m,6.2,487,Guna (Karthikeya) is a happy-go-lucky guy who believes the solution to solving issues is not through violence but through compromise. But what happens when he's forced to the extremes by someone close to him?,Telgu
Rakshasudu,2019,2h 2m,7.9,1.7K,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen girls and murders them brutally.,Telgu
Nenu Lenu,2019,1h 58m,5.6,2.3K,"Nenu Lenu is the story of Eeshwar (Harshit), an orphan who falls for Parvati's (Sri Padma) honesty in the first sight and convinces her to marry him after much effort. In time, a gang of goons hunt for him and take him away. Later, news comes out that Eeshwar killed three of them and one is missing. Cops find Eeshwar under mysterious circumstances and are shocked when he claims to be already dead.",Telgu
iSmart Shankar,2019,2h 20m,5.4,2.6K,A contract killer escapes after murdering a politician and must help the cops find a murderer after a slain officer's memories are transferred to his brain.,Telgu
Dear Comrade,2019,2h 49m,7.3,9.7K,A hot-blooded student union leader falls for a state-level cricketer but his anger management issues and violent streak threatens to derail their love story.,Telgu
Ninu Veedani Needanu Nene,2019,2h 3m,5.8,481,Ninu Veedani Needanu Nene is about a young man who gets mired in a dire situation and comes out successfully.,Telgu
Dorasani,2019,2h 10m,5.9,228,Dorasani explores the periodic tale of love between a rich lady Devaki and a poor boy Raju.,Telgu
Oh Baby...,2019,2h 41m,7.4,3K,A 70-year-old woman is given a second chance to relive her youth when she turns into a 24-year-old girl.,Telgu
Kalki,2019,2h 20m,6.8,655,"The village of Kollapuram is under the rule of Narsappa (Ashutosh Rana) and Perumal (Shatru). One day during a local festival Sekhar (Siddhu Jonnalagadda), brother of Narsappa gets killed. Kalki (Rajasekhar) is appointed as the investigation officer. Who is behind the murder of Sekhar Babu and how Does Kalki conclude the mystery is what the movie is all about?",Telgu
Brochevaruevarura,2019,2h 18m,8.0,4.5K,"This is the story of 'R3 batch' consisting of Rocky, Rambo and Rahul, three friends who keep failing every year and are stuck with studying inter.",Telgu
1st Rank Raju,2019,2h 8m,5.0,165,"A studious and obedient youngster follows his father's advice and memories all his study material to achieve the first rank in his academic career, but will he be equipped to succeed in the real world as well?",Telgu
Mallesham,2019,2h 11m,8.3,1.1K,"The life of Padma Shri winner Chintakindi Mallesham, who invented the ASU machine that processes yarn for sarees mechanically, is being recreated in this biopic.",Telgu
Ek,2019,2h 9m,5.8,3.8K,"EK is a love story set in the context of ever growing threat of suicide bombings in the country and across the world. It's a stylishly shot emotional action thriller with realistic treatment that is sure to strike a chord with the masses. It reveals how victims and others deeply attached to them will feel when loved ones become prey for the monstrous acts. Its characters represent different dimensions that dominate one's behavior and shows all our societal problems are emerging out of sick minds, Having had his share of troubles, hero feels that the treatment is necessary for such minds. This is the driving idea for the protagonist who takes on people behind such inhuman acts..What happens after that, is something you should wait and watch with your friend and family.",Telgu
Seven,2019,1h 57m,5.2,485,"A police officer is bewildered by conflicting statements about Karthik's identity. Several young women seem to share a mysterious connection with him. An old man claims to know Karthik as Krishnamurthy, who died thirty years ago.",Telgu
Hippi,2019,2h 23m,4.6,160,Hippi is about the live-in relationship between an energetic youngster and a confident girl.,Telgu
Agent Sai Srinivasa Athreya,2019,2h 28m,8.3,16K,Agent Sai Srinivasa Athreya is an authentic humorous investigative thriller revolving around the adventures of a detective based out of Nellore.,Telgu
Falaknuma Das,2019,2h 25m,6.3,942,"Set in the backdrop of the colonies of falaknuma where a group of youngsters fall into unexpected consequences which lead them to a driving pathway of violence, brutality and ruthlessness.",Telgu
Seetha,2019,2h 41m,4.8,1.1K,"A four-year-old Ram is left in a monastery by a person named Anand Mohan and is promised that Sita will come to take care of him. Ram is innocent and cute. He makes Ram promise that he too, will take care of Sita in return. However, after 20 years of waiting, when Sita finally meets Ram, she is far from good intentions towards Ram and is only after the 5000 crore estate. The plot revolves around the final fate of Ram and Sita in light of these discoveries.",Telgu
ABCD: American-Born Confused Desi,2019,2h 25m,5.4,320,Aravind aka Avi (Allu Sirish) and his cousin Bala Shanmugam aka Basha (Master Bharat) are NRIs who love to live their life king size. What happens when the former's father (Naga Babu) decides to teach them a lesson in responsibility?,Telgu
Maharshi,2019,2h 56m,7.2,9.4K,A story about Rishi and his quest for success in different stages of life from being a US-based businessman to being a champion for the poor downtrodden farmers.,Telgu
Swayamvada,2019,2h 11m,7.6,1.1K,"Swayamvada is a psychological thriller centered on a rare disease which inflicts pain not only on the affected, but also the family members of the affected. The movie explores the love of nature, the tender feelings of companionship in a relationship between a man and a woman and the extent to which a woman goes if she suffers betrayal at the hands of her lover.",Telgu
Jersey,2019,2h 37m,8.5,22K,A failed cricketer decides to revive his cricketing career in his late 30's despite everyone being skeptical of his ability to do so.,Telgu
Runam,2019,2h 11m,5.0,215,,Telgu
Chitralahari,2019,2h 11m,7.1,2.6K,"Down on luck and depressed by constant failures in personal and professional life, Vijay is desperately in search of that single stroke of fortune that could turn his life around. But what if the power to rewrite his destiny lies within?",Telgu
Voter,2019,1h 57m,5.1,301,"Gautam is an NRI who returns to India to cast his vote. When challenged by the woman he loves, Bhavana , to make a politician fulfill his campaign promises if he wants to win her over, Gautam sets off on a path to change the system.",Telgu
Majili,2019,2h 34m,7.2,5.2K,"After being abandoned by his lover, Anshu, Poorna takes to alcohol and is forced to marry his neighbour, Sravani. However, he soon discovers her unrequited love for him and falls for her.",Telgu
Suryakantham,2019,2h 19m,5.3,190,Suryakantam is the story of an eccentric girl who turns everyone's worlds upside down.,Telgu
Lakshmi's NTR,2019,2h 32m,6.5,612,"The life of iconic politician Nandamuri Taraka Ramarao (NTR) after meeting Lakshmi Parvathi, his second wife.",Telgu
Vinara sodara veera kumara,2019,2h 24m,5.9,112,Ramana falls in love with Sulochana but their relationship fails to materialize due to which he decides to end his life. He then meets a soul that communicates with him to make him realize the importance of life over love.,Telgu
Jessie,2019,1h 46m,6.7,479,"Set in an abandoned house, the film follows a team of professional ghost hunters trying to conduct a paranormal investigation to unveil the mystery of two sisters, Jessie and Amy, where Amy shows unusual mental and physical behaviour.",Telgu
90 ML,2019,2h 39m,5.0,528,Devadas(Kartikeya) an MBA gold medalist falls in love with Suvasana (Neha Solanki) a physiotherapist. How Devadas faced heroine and her family (Who're anti alcoholic) after they get to know he's Alcoholic? How he convinced Suvasana's father? Meanwhile How Devadas got clash with Jhonwik (Ravikishan) a comic psycho villain is the rest of the story.,Telgu
118,2019,2h,6.4,1K,A recurring nightmare involving the murder of a young woman prompts an investigative journalist on a quest to find out whether there is any truth to the dream.,Telgu
Mithai,2019,2h 20m,4.4,102,The Dude abides but he must help two losers find the thief in a twisted plot of love and fate.,Telgu
NTR: Mahanayakudu,2019,2h 8m,5.4,1.2K,A follow up to NTR: Kathanayakudu which was based on N.T. Rama Rao's life and acting career. This movie will focus on his political career.,Telgu
Mr,2019,2h 25m,6.1,1.6K,A charming playboy who has never had a serious relationship finds himself in a spot of bother when he finally meets the right girl. Will they end up together? Or will his fear of commitment affect their relationship?,Telgu
F2: Fun and Frustration,2019,2h 28m,6.1,3.1K,"After Venky, Varun also gets married thinking he can keep the wife in control but both of them get frustrated with the marital life which generates fun.",Telgu
Vinaya Vidheya Rama,2019,2h 26m,3.3,4K,"When the happiness of his family is held to ransom by a violent crime lord, Ram sets out on a quest to destroy his nemesis and his criminal empire.",Telgu
NTR Kathanayakudu,2019,2h 49m,5.8,2.1K,"Based on the journey of the legendary Telugu actor, filmmaker and ex-Chief Minister Late Taraka Rama Rao Nandamuri.",Telgu
Bluff Master,2018,2h 18m,6.2,451,"Ace conman Uttam effortlessly thinks up schemes to swindle gullible and greedy folks. However on a rare occasion, things don't go according to plan and he ends up in the clutches of a ruthless gang who demand schemes from him for money.",Telgu
Idam Jagath,2018,2h 6m,5.3,151,"Nishith, who suffers from a sleeping disorder, and desperate for work, becomes a crime reporter at night.",Telgu
Padi Padi Leche Manasu,2018,2h 38m,6.4,1.7K,"Set in Kolkata, the romantic drama chronicles the shared destiny of a young couple as they navigate through the highs and lows of a budding relationship.",Telgu
Yatra,2018,2h 7m,7.7,3.8K,An Indian politician takes up a decision to go on a 900-mile walking tour as a part of his election campaign. Yatra is an emotional tribute to the former Chief Minister of Andhra Pradesh Y. S. Rajasekhara Reddy.,Telgu
Antariksham 9000 kmph,2018,2h 20m,5.8,1.3K,"When a satellite stops communicating, the Indian Space Agency need to bring an engineer out of retirement to help them fix the situation.",Telgu
Hushaaru,2018,2h 20m,6.8,601,Four friends from middle-class families believe in carving a niche for themselves by not following a trodden path set by others.,Telgu
Next Enti?,2018,2h 2m,4.4,245,A girl with a complicated mind fall in love with a boy who have open feelings for her.,Telgu
Kavacham,2018,2h 21m,5.6,689,A police officer from Vizag finds himself in a rut when false allegations are levied against him. He has 24 hours now to prove his innocence.,Telgu
Subrahmanyapuram,2018,2h 13m,5.5,242,"Karthik, an atheist, investigates a series of suicides, which are believed to be an act of God by the people of Subrahmanyapuram",Telgu
24 Kisses,2018,2h 20m,4.7,171,A heartfelt romantic comedy movie about modern age relationships and the transformation of the lead characters. This movie is also a celebration of 24 unique kisses varying from romantic to heart-warming.,Telgu
Taxiwala,2018,2h 17m,6.8,3.9K,"A job monger, Shiva ends up as a taxiwala only to realise that his ride is a beyond what anyone could have expected.",Telgu
Amar Akbar Anthony,2018,2h 33m,4.1,1.3K,A man suffering from Dissociative Identity Disorder has to take revenge against four businessmen for the murder of his family while his past confronts him in the form of his childhood love.,Telgu
Desa dimmari,2018,2h 18m,5.4,303,Desa dimmari is a story about the forbidden love that can only be known between a brother and sister. A secret kept in a family that is driven by an overwhelming need to maintain image in a society that forbids brotherly love. A father who's own secret is enough to bring down the family empire and a mother that is driven to keep her place as prime minister of a country torn by minstrel bloodied war.,Telgu
Savyasachi,2018,2h 31m,5.3,1.6K,"A twin brother of the protagonist is absorbed due to Vanishing Twin Syndrome and controls his left hand. When his life is threatened, the twin brother that never existed protects him like a shield.",Telgu
Veera Bhoga Vasantha Rayalu,2018,2h 12m,6.5,493,"A cop is pursuing a dangerous man who is behind the disappearance of a flight with innocent passengers, and orphan girls. Will he be nabbed?",Telgu
Hello Guru Prema Kosame,2018,2h 20m,7.0,3K,"After a rocky start, a friendship develops between a happy-go-lucky youth and a girl from the city.",Telgu
Aravinda Sametha Veera Raghava,2018,2h 42m,7.3,9.3K,A young scion of a powerful family with a long history of violence decides to put an end to the bloodshed which leads him to a path of self discovery.,Telgu
Devadas,2018,2h 39m,6.5,2.1K,A staid doctor's monotonous routine is shaken up when a gangster who is on the run decides to hide from the police in his clinic.,Telgu
Nannu Dochukunduvate,2018,2h 29m,6.8,626,An ambitious software engineer employs a quirky girl to act as his girlfriend to avoid an arranged marriage. He starts to lose his ambitions as he gets close to her.,Telgu
Sailaja Reddy Alludu,2018,2h 27m,5.1,972,The son of an egoistic businessman falls in love with an egoistic girl and has to convince her egoistic mother in order to marry her.,Telgu
U-Turn,2018,2h 8m,6.9,4.2K,"When a flyover in the city becomes the hotbed of accidents, a young reporter decides to investigate the issue. Her quest for an answer leads her into a web of intrigue, murder and mystery.",Telgu
Manu,2018,3h,7.6,1.1K,"Photographer Neela and artist Manu share a unique association - their relationship is the only bright spot in their lives and one that gives them hope. However, destiny has other ideas.",Telgu
Silly Fellows,2018,2h 2m,5.6,240,"An influential politician on his deathbed reveals the whereabouts of an illegal money stash to his trusted aide, a local MLA who becomes amnesiac after meeting with an accident.",Telgu
C/o Kancharapalem,2018,2h 32m,8.8,7.8K,Four unconventional love stories set in the town and including the people of Kancherapalem.,Telgu
Paper Boy,2018,2h 5m,6.3,387,The film is a rom-com which explores the life of a young paperboy.,Telgu
Nartanasala,2018,2h 19m,4.0,303,"Naga Shourya is a young man who always wants women to be independent in life. In this process, he solves a girl called Manasa's problems and falls in love during the course of time. Just when things seem to be going fine, his dad fixes his match with Satya. To avoid this tricky situation, Shourya reveals to Satya's family that he is a gay. Rest of the story is as to how Shourya manages his gay act and finally marries the one he loves.",Telgu
Neevevaro,2018,2h 10m,6.8,941,"As Kalyan, a blind chef and Vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, Vennela goes missing. Series of unexpected and shocking events follow.",Telgu
Aatagallu,2018,2h 21m,5.0,185,"Although all evidence points to the contrary, a public defender becomes convinced that his client is not guilty of murder.",Telgu
Geetha Govindam,2018,2h 22m,7.7,15K,An innocent young lecturer is misunderstood as a pervert and despised by a woman who co-incidentally turns out to be the younger sister of his brother-in-law. Eventually differences subside and love blooms between them.,Telgu
Srinivasa Kalyanam,2018,2h 20m,6.1,1.4K,"""Srinivasa Kalyanam"" illustrates the sacred bond with another human through nuptial rituals and the sanctity of the institution of marriage.",Telgu
Chi La Sow,2018,2h 15m,7.7,2K,"While Arjun doesn't want to get married, his parents set up a blind date for him at his place. The story revolves around Arjun, how he falls for the girl he's about to meet, why and how he changed his decision to get married.",Telgu
Brand Babu,2018,2h 24m,5.2,213,"A rich entrepreneur obsessed with his luxurious life falls in love with a housemaid, but their different lifestyles might prove to be a hurdle in their relationship.",Telgu
Intelligent Khiladi,2018,2h 27m,7.8,12K,"A young NSA agent is framed for the murder of his bosses making him realize that now his mission is darker than expected and has some personal scores to settle regarding his father's death, a former NSA agent.",Telgu
Happy Wedding,2018,2h 8m,4.4,144,"A simpleton guy Anand and a modern girl Akshara fall in love and decide to get married. However, their lives turn upside down when Akshara's past walks back in her life, making her have second thoughts on their wedding day.",Telgu
Saakshyam,2018,2h 46m,4.6,684,"When a criminal gang slaughters an entire family, the baby survives. He is taken in by a family and the forces of nature work together to bring him face to face with the gang again when he grows up.",Telgu
Lover,2018,2h 10m,5.5,145,Lover is a Telugu movie starring Raj Tarun and Riddhi Kumar in prominent roles. It is a romantic drama directed by Anish Krishna.,Telgu
W/O Ram,2018,2h 2m,6.1,289,"Deeksha, wife of Ram takes it in her own hands to find her husband's murderer when police refused to help her.",Telgu
Aatagadharaa Siva,2018,1h 51m,7.1,187,"Revolving around the idea of ""life is a game"", the suspense comedy-drama features Hyper Aadi, Chammak Chandra and Chalaki Chanti in pivotal roles.",Telgu
Style,2018,2h 33m,6.9,3.3K,"Believing his girlfriend loves him even after being married, a man waits for her return and in the process ignites violence.",Telgu
Vijetha,2018,2h 21m,6.7,334,"Ram, a careless youth, grows up oblivious to the sacrifices his father makes in order to fulfil all his desires. However, a major incident motivates him to change his ways.",Telgu
Pantham,2018,2h 2m,5.8,530,Vikranth is a vigilante who has targeted 'Nayak Bhai' and his money. Who is Vikranth and what is his beef with Nayak forms the crux of the story.,Telgu
Tej..,2018,2h 2m,5.4,506,"Tej, a youngster who's highly attached to his family, is banished from his home by his uncle (Peddananna). He then finds himself in London, where he falls in love with Nandini. After long pursuit, he manages to win over her heart, but before she could even tell him, a tragic incident puts a full stop to their love story.",Telgu
